Mine,Latitude,Longitude,Blue_B02,Green_B03,Red_B04,NIR_B08,SWIR1_B11,SWIR2_B12,NDVI,Distance_to_Manganese_km,Manganese_Presence,Lithology,GLiM_ID,Elevation_mean_m,Elevation_min_m,Elevation_max_m,Slope_mean_degrees,Slope_min_degrees,Slope_max_degrees,LST_mean_C,LST_min_C,LST_max_C
Kandri,21.4084871597863,79.28363102073725,0.1724,0.1982,0.209,0.4292,0.3865,0.2808,0.3450329,0.3572135583906013,1,Metamorphics,IND2497,338.3795,298.43054,426.02664,3.4002244,0.0,43.054794,34.156246,32.113777,35.585854
Kandri,21.411145052528067,79.27858434777235,0.1641,0.18,0.188,0.3326,0.3736,0.2692,0.27775645,0.2585415809516254,1,Metamorphics,IND2497,338.3795,298.43054,426.02664,3.4002244,0.0,43.054794,34.156246,32.113777,35.585854
Beldongri,21.347599137253688,79.3003455141062,0.1568,0.1879,0.1956,0.393,0.2762,0.1953,0.33537206,0.2124835391398928,1,Metamorphics,IND2497,299.1285,251.15112,315.94476,1.0450696,0.0,37.204727,34.04583,33.437935,34.728897
Dongri_Buzurg,21.5486757860677,79.70469307354121,0.1398,0.1548,0.1345,0.4062,0.2571,0.1707,0.5024968,0.45842720616109,1,Metamorphics,IND2480,334.0665,270.8272,418.0179,3.693927,0.0,42.639668,32.160763,30.868849,32.82424
Dongri_Buzurg,21.57024402476594,79.66761072394917,0.1844,0.2082,0.2312,0.3147,0.3837,0.3052,0.15295844,4.096796519225522,0,Metamorphics,IND2480,334.0665,270.8272,418.0179,3.693927,0.0,42.639668,32.160763,30.868849,32.82424
Kandri,21.406458776588927,79.27960375735668,0.1717,0.1908,0.1848,0.3632,0.3534,0.2482,0.3255475,0.3481959137808585,1,Metamorphics,IND2497,338.3795,298.43054,426.02664,3.4002244,0.0,43.054794,34.156246,32.113777,35.585854
Ukwa,21.963019209461592,80.46546527703035,0.186,0.2194,0.2654,0.3668,0.484,0.4055,0.16039231,0.380391869847307,1,Acid plutonic rocks,IND2479,628.92834,594.1108,739.69165,3.7049649,0.012417971,29.374945,31.737665,29.684727,33.21501
Balaghat,21.85714639434882,80.20010721251799,0.1452,0.165,0.1594,0.3584,0.2674,0.2062,0.38431826,2.119301946077344,0,Metamorphics,IND2497,315.88818,295.6509,563.0416,3.3144548,0.0,41.898067,31.532078,30.486078,32.70804
Munsar,21.388076766628945,79.30161416718336,0.1672,0.1908,0.1855,0.4287,0.3831,0.269,0.39596224,3.243743337001165,0,Metamorphics,IND2497,330.61935,298.43054,426.02664,2.7755353,0.0,43.054794,34.265858,32.686935,35.39038
Gumgaon,21.39537416435237,78.98212564314856,0.1646,0.1838,0.2128,0.282,0.3234,0.2726,0.1398545,0.4868854292172647,1,Metamorphics,IND2497,308.76245,295.0,335.6139,2.549382,0.043339998,24.080704,35.68411,34.714085,36.529636
Chikla,21.563003567199264,79.75941711106579,0.1608,0.1842,0.1788,0.3844,0.3089,0.2345,0.36505684,6.290418112188256,0,Metamorphics,IND2480,324.12485,288.91412,468.7117,3.8145928,0.0,36.321957,32.102837,29.184732,33.749233
Balaghat,21.853587750439345,80.25025605290527,0.1464,0.1702,0.16,0.3845,0.2978,0.2381,0.41230488,0.4579549186445859,1,Metamorphics,IND2497,315.88818,295.6509,563.0416,3.3144548,0.0,41.898067,31.532078,30.486078,32.70804
Kandri,21.401222289049297,79.26230450845861,0.1424,0.173,0.1486,0.3784,0.2981,0.1976,0.43605313,0.2770881136225388,1,Metamorphics,IND2497,338.3795,298.43054,426.02664,3.4002244,0.0,43.054794,34.156246,32.113777,35.585854
Munsar,21.38212590292757,79.30264722230976,0.1549,0.1714,0.1734,0.361,0.347,0.2504,0.3510479,3.634448570927706,0,Metamorphics,IND2497,330.61935,298.43054,426.02664,2.7755353,0.0,43.054794,34.265858,32.686935,35.39038
Balaghat,21.830386158203847,80.23412155267143,0.1915,0.2272,0.278,0.3786,0.4018,0.3262,0.15321353,0.2724237986836811,1,Metamorphics,IND2497,315.88818,295.6509,563.0416,3.3144548,0.0,41.898067,31.532078,30.486078,32.70804
Sitapatore,21.674765846646267,79.65737474638503,0.142,0.1498,0.1501,0.272,0.2821,0.2035,0.28879416,9.648378816064556,0,Metamorphics,IND2497,330.57553,308.20984,387.75015,3.0461476,0.0,33.174393,31.900742,31.206608,32.967358
Tirodi,21.68380213040692,79.75026710304921,0.1556,0.1713,0.1838,0.2842,0.373,0.2805,0.21452995,0.1139780202599934,1,Metamorphics,IND2497,332.8147,267.0,394.2552,3.3864262,0.0,33.8153,32.758785,31.669237,33.732647
Ukwa,21.95668894350028,80.46355200847273,0.1746,0.2128,0.2624,0.3288,0.4341,0.3779,0.112313926,0.4531592502299511,1,Acid plutonic rocks,IND2479,628.92834,594.1108,739.69165,3.7049649,0.012417971,29.374945,31.737665,29.684727,33.21501
Ukwa,21.96735436904584,80.46506164051578,0.1691,0.1978,0.23,0.3294,0.4157,0.3594,0.17769037,0.2418477543580713,1,Acid plutonic rocks,IND2479,628.92834,594.1108,739.69165,3.7049649,0.012417971,29.374945,31.737665,29.684727,33.21501
Sitapatore,21.67562364207095,79.67418254283702,0.1542,0.1672,0.1722,0.2972,0.2791,0.2138,0.2662974,7.910489669062512,0,Metamorphics,IND2497,330.57553,308.20984,387.75015,3.0461476,0.0,33.174393,31.900742,31.206608,32.967358
Munsar,21.410624970067737,79.28071242789935,0.2176,0.2384,0.2294,0.3332,0.302,0.2199,0.18450055,0.1292357143906605,1,Metamorphics,IND2497,330.61935,298.43054,426.02664,2.7755353,0.0,43.054794,34.265858,32.686935,35.39038
Chikla,21.563579830454955,79.73990506321765,0.1646,0.1872,0.1866,0.3514,0.2976,0.2258,0.30631968,4.380047251737792,0,Metamorphics,IND2480,324.12485,288.91412,468.7117,3.8145928,0.0,36.321957,32.102837,29.184732,33.749233
Balaghat,21.84559181462329,80.24023377684668,0.1596,0.1788,0.1982,0.3365,0.3637,0.3047,0.2586497,0.4685829865379256,1,Metamorphics,IND2497,315.88818,295.6509,563.0416,3.3144548,0.0,41.898067,31.532078,30.486078,32.70804
Chikla,21.538714633451068,79.7731411843906,0.1517,0.1761,0.1434,0.4517,0.2723,0.1732,0.51806426,7.623446353652643,0,Metamorphics,IND2480,324.12485,288.91412,468.7117,3.8145928,0.0,36.321957,32.102837,29.184732,33.749233
Kandri,21.407518732856538,79.27727650404708,0.1786,0.2001,0.2036,0.3876,0.3603,0.266,0.3112314,0.3884873021719264,1,Metamorphics,IND2497,338.3795,298.43054,426.02664,3.4002244,0.0,43.054794,34.156246,32.113777,35.585854
Dongri_Buzurg,21.54716734131777,79.69659560862279,0.1452,0.1626,0.1402,0.377,0.2457,0.1652,0.45784998,0.4669563197943197,1,Metamorphics,IND2480,334.0665,270.8272,418.0179,3.693927,0.0,42.639668,32.160763,30.868849,32.82424
Beldongri,21.32839839872348,79.3130989129705,0.1952,0.2298,0.2698,0.4888,0.3626,0.2652,0.28868967,2.6928734633231057,0,Metamorphics,IND2497,299.1285,251.15112,315.94476,1.0450696,0.0,37.204727,34.04583,33.437935,34.728897
Dongri_Buzurg,21.53223839062263,79.6820536622729,0.1396,0.1564,0.1377,0.3577,0.2452,0.164,0.44408554,2.69539501952167,0,Metamorphics,IND2480,334.0665,270.8272,418.0179,3.693927,0.0,42.639668,32.160763,30.868849,32.82424
Tirodi,21.70679086972574,79.73228233466351,0.145,0.1532,0.149,0.2543,0.2693,0.196,0.26109594,3.257753743592702,0,Metamorphics,IND2497,332.8147,267.0,394.2552,3.3864262,0.0,33.8153,32.758785,31.669237,33.732647
Gumgaon,21.39918515927193,78.98361628426609,0.1696,0.1964,0.229,0.286,0.3299,0.2998,0.110679634,0.0365462313219522,1,Metamorphics,IND2497,308.76245,295.0,335.6139,2.549382,0.043339998,24.080704,35.68411,34.714085,36.529636
Dongri_Buzurg,21.543552180073657,79.67345470468754,0.1432,0.1631,0.1586,0.3819,0.3025,0.2187,0.41313598,2.85917801350256,0,Metamorphics,IND2480,334.0665,270.8272,418.0179,3.693927,0.0,42.639668,32.160763,30.868849,32.82424
Sitapatore,21.670508168534795,79.6670780397414,0.1496,0.1589,0.1612,0.2848,0.2863,0.2085,0.27713004,8.712151062087127,0,Metamorphics,IND2497,330.57553,308.20984,387.75015,3.0461476,0.0,33.174393,31.900742,31.206608,32.967358
Munsar,21.39885021010739,79.26001785445608,0.1812,0.1994,0.1928,0.3224,0.336,0.2699,0.2515528,0.0814689454528971,1,Metamorphics,IND2497,330.61935,298.43054,426.02664,2.7755353,0.0,43.054794,34.265858,32.686935,35.39038
Ukwa,21.990745801694622,80.49112901935933,0.153,0.1641,0.2036,0.3113,0.3987,0.2981,0.20916682,2.84343936864586,0,Acid plutonic rocks,IND2479,628.92834,594.1108,739.69165,3.7049649,0.012417971,29.374945,31.737665,29.684727,33.21501
Munsar,21.383466216768248,79.27466519210098,0.1468,0.1684,0.1505,0.5188,0.3207,0.203,0.5502764,2.3186677651780507,0,Metamorphics,IND2497,330.61935,298.43054,426.02664,2.7755353,0.0,43.054794,34.265858,32.686935,35.39038
Ukwa,21.970612354565404,80.46679286013948,0.2094,0.2536,0.2928,0.3367,0.3884,0.3488,0.06973786,0.4988725987255809,1,Acid plutonic rocks,IND2479,628.92834,594.1108,739.69165,3.7049649,0.012417971,29.374945,31.737665,29.684727,33.21501
Munsar,21.40650228452781,79.28384710591581,0.1741,0.196,0.212,0.4261,0.4541,0.3335,0.33552733,0.4921075322625375,1,Metamorphics,IND2497,330.61935,298.43054,426.02664,2.7755353,0.0,43.054794,34.265858,32.686935,35.39038
Gumgaon,21.41988095950373,78.94764675376692,0.1378,0.1578,0.1406,0.418,0.2339,0.1698,0.49659866,4.363228648832391,0,Metamorphics,IND2497,308.76245,295.0,335.6139,2.549382,0.043339998,24.080704,35.68411,34.714085,36.529636
Ukwa,21.96415486028944,80.4815385220439,0.1417,0.1558,0.2036,0.3436,0.4137,0.3124,0.25584793,0.3099959635525685,1,Acid plutonic rocks,IND2479,628.92834,594.1108,739.69165,3.7049649,0.012417971,29.374945,31.737665,29.684727,33.21501
Balaghat,21.87256451799797,80.21260359049617,0.1878,0.2212,0.2606,0.3626,0.4305,0.3642,0.16367137,0.4578790908923417,1,Metamorphics,IND2497,315.88818,295.6509,563.0416,3.3144548,0.0,41.898067,31.532078,30.486078,32.70804
Chikla,21.54166764312926,79.73314234658743,0.1533,0.1694,0.1547,0.3476,0.2223,0.1673,0.38403347,3.501593481621859,0,Metamorphics,IND2480,324.12485,288.91412,468.7117,3.8145928,0.0,36.321957,32.102837,29.184732,33.749233
Munsar,21.411198476447023,79.28379225847083,0.1784,0.1986,0.211,0.4291,0.4536,0.3282,0.340728,0.4018665269330035,1,Metamorphics,IND2497,330.61935,298.43054,426.02664,2.7755353,0.0,43.054794,34.265858,32.686935,35.39038
Kandri,21.38727118781736,79.27577783081989,0.148,0.1688,0.1565,0.4632,0.3078,0.205,0.49491686,2.0976361829330386,0,Metamorphics,IND2497,338.3795,298.43054,426.02664,3.4002244,0.0,43.054794,34.156246,32.113777,35.585854
Ukwa,21.96662973820909,80.46448323006588,0.1807,0.2118,0.2558,0.3297,0.4706,0.4006,0.12621689,0.2654178938167347,1,Acid plutonic rocks,IND2479,628.92834,594.1108,739.69165,3.7049649,0.012417971,29.374945,31.737665,29.684727,33.21501
Balaghat,21.846332316439813,80.24410064587339,0.2156,0.265,0.346,0.3998,0.4951,0.4402,0.072137326,0.4102255171923081,1,Metamorphics,IND2497,315.88818,295.6509,563.0416,3.3144548,0.0,41.898067,31.532078,30.486078,32.70804
Gumgaon,21.421987559975573,78.97230809391297,0.1546,0.173,0.2022,0.316,0.3534,0.2857,0.21960635,2.7623164416129518,0,Metamorphics,IND2497,308.76245,295.0,335.6139,2.549382,0.043339998,24.080704,35.68411,34.714085,36.529636
Munsar,21.411891306176813,79.28089051914522,0.1574,0.1783,0.1819,0.3701,0.3725,0.2598,0.34094203,0.2704246673116624,1,Metamorphics,IND2497,330.61935,298.43054,426.02664,2.7755353,0.0,43.054794,34.265858,32.686935,35.39038
Kandri,21.39974730651618,79.25942856062623,0.2092,0.2548,0.2794,0.4329,0.4026,0.3146,0.21549912,0.0999760678284989,1,Metamorphics,IND2497,338.3795,298.43054,426.02664,3.4002244,0.0,43.054794,34.156246,32.113777,35.585854
Sitapatore,21.65948938391241,79.68998439754407,0.1522,0.1678,0.18,0.299,0.3481,0.2573,0.24843422,6.754153750307561,0,Metamorphics,IND2497,330.57553,308.20984,387.75015,3.0461476,0.0,33.174393,31.900742,31.206608,32.967358
Chikla,21.547594039718987,79.72845607378706,0.148,0.1624,0.1418,0.3972,0.2472,0.1662,0.47384048,2.914534233955552,0,Metamorphics,IND2480,324.12485,288.91412,468.7117,3.8145928,0.0,36.321957,32.102837,29.184732,33.749233
Dongri_Buzurg,21.526644857874,79.70604705510557,0.1436,0.1585,0.147,0.3115,0.2811,0.1999,0.35877863,2.608794097758555,0,Metamorphics,IND2480,334.0665,270.8272,418.0179,3.693927,0.0,42.639668,32.160763,30.868849,32.82424
Dongri_Buzurg,21.55533754420566,79.67875505113084,0.1695,0.1916,0.1946,0.3085,0.3237,0.2596,0.22639634,2.3257741450875007,0,Metamorphics,IND2480,334.0665,270.8272,418.0179,3.693927,0.0,42.639668,32.160763,30.868849,32.82424
Gumgaon,21.41162613111663,78.96685750709432,0.15,0.1652,0.171,0.2096,0.2642,0.2056,0.10141881,2.201013445091512,0,Metamorphics,IND2497,308.76245,295.0,335.6139,2.549382,0.043339998,24.080704,35.68411,34.714085,36.529636
Balaghat,21.84742259416239,80.24544969694963,0.1963,0.2256,0.2174,0.4111,0.3475,0.2819,0.30819413,0.4217315626365703,1,Metamorphics,IND2497,315.88818,295.6509,563.0416,3.3144548,0.0,41.898067,31.532078,30.486078,32.70804
Kandri,21.40701647774737,79.28114045422264,0.1709,0.1942,0.2284,0.3301,0.419,0.3448,0.18209489,0.2887989044109943,1,Metamorphics,IND2497,338.3795,298.43054,426.02664,3.4002244,0.0,43.054794,34.156246,32.113777,35.585854
Dongri_Buzurg,21.53827478809545,79.66867511015721,0.1656,0.1854,0.2018,0.3115,0.327,0.2479,0.2137152,3.5057509204885675,0,Metamorphics,IND2480,334.0665,270.8272,418.0179,3.693927,0.0,42.639668,32.160763,30.868849,32.82424
Ukwa,21.96283094312138,80.463141548457,0.2158,0.2682,0.328,0.4233,0.5153,0.4433,0.12684679,0.4738848259074447,1,Acid plutonic rocks,IND2479,628.92834,594.1108,739.69165,3.7049649,0.012417971,29.374945,31.737665,29.684727,33.21501
Kandri,21.410249865873453,79.2793664650612,0.2716,0.2744,0.278,0.313,0.284,0.2122,0.059221655,0.1317074843507531,1,Metamorphics,IND2497,338.3795,298.43054,426.02664,3.4002244,0.0,43.054794,34.156246,32.113777,35.585854
Tirodi,21.68144341657837,79.74893436574432,0.1526,0.1626,0.1739,0.2974,0.3491,0.2542,0.26204118,0.2085291909255462,1,Metamorphics,IND2497,332.8147,267.0,394.2552,3.3864262,0.0,33.8153,32.758785,31.669237,33.732647
Munsar,21.42000617651796,79.2971938240768,0.1712,0.1928,0.21,0.3909,0.3864,0.2799,0.30104843,2.097344562638726,0,Metamorphics,IND2497,330.61935,298.43054,426.02664,2.7755353,0.0,43.054794,34.265858,32.686935,35.39038
Gumgaon,21.41302164826177,78.96278759936632,0.1636,0.1822,0.1968,0.2366,0.3006,0.2518,0.09183204,2.632644229566002,0,Metamorphics,IND2497,308.76245,295.0,335.6139,2.549382,0.043339998,24.080704,35.68411,34.714085,36.529636
Gumgaon,21.38458203679748,79.00098019675933,0.17,0.1957,0.2296,0.3348,0.3875,0.31,0.18639264,2.4428041749017764,0,Metamorphics,IND2497,308.76245,295.0,335.6139,2.549382,0.043339998,24.080704,35.68411,34.714085,36.529636
Sitapatore,21.663446196858875,79.64279123499078,0.1458,0.1624,0.1606,0.2948,0.34,0.2517,0.294686,11.32049444727425,0,Metamorphics,IND2497,330.57553,308.20984,387.75015,3.0461476,0.0,33.174393,31.900742,31.206608,32.967358
Ukwa,21.964660434525893,80.4701080644285,0.1814,0.2146,0.267,0.3509,0.4672,0.3942,0.1357825,0.3597656771428498,1,Acid plutonic rocks,IND2479,628.92834,594.1108,739.69165,3.7049649,0.012417971,29.374945,31.737665,29.684727,33.21501
Ukwa,21.96101775795034,80.46121135789768,0.1822,0.2182,0.2562,0.3555,0.4794,0.3928,0.16233452,0.1956136051493665,1,Acid plutonic rocks,IND2479,628.92834,594.1108,739.69165,3.7049649,0.012417971,29.374945,31.737665,29.684727,33.21501
Chikla,21.54903069163548,79.77556505230419,0.153,0.1738,0.1706,0.3587,0.3127,0.2195,0.35537505,7.779113769358151,0,Metamorphics,IND2480,324.12485,288.91412,468.7117,3.8145928,0.0,36.321957,32.102837,29.184732,33.749233
Tirodi,21.691376044043388,79.72468492793196,0.1594,0.172,0.1576,0.2309,0.2011,0.1627,0.18867439,2.8188250920948605,0,Metamorphics,IND2497,332.8147,267.0,394.2552,3.3864262,0.0,33.8153,32.758785,31.669237,33.732647
Munsar,21.397033991338898,79.25907490585635,0.1545,0.1708,0.1516,0.4182,0.2901,0.1974,0.4678834,0.3057810246906854,1,Metamorphics,IND2497,330.61935,298.43054,426.02664,2.7755353,0.0,43.054794,34.265858,32.686935,35.39038
Ukwa,21.96048268117211,80.46334406973912,0.1952,0.2196,0.2706,0.3791,0.4876,0.4061,0.16700016,0.330981065790037,1,Acid plutonic rocks,IND2479,628.92834,594.1108,739.69165,3.7049649,0.012417971,29.374945,31.737665,29.684727,33.21501
Gumgaon,21.402831777498854,78.98645936526425,0.1772,0.205,0.2484,0.3092,0.3717,0.3259,0.10903871,0.4688523381478345,1,Metamorphics,IND2497,308.76245,295.0,335.6139,2.549382,0.043339998,24.080704,35.68411,34.714085,36.529636
Munsar,21.424009295122502,79.30004130720549,0.1545,0.1692,0.1646,0.4351,0.3522,0.2378,0.4510589,2.598099904929047,0,Metamorphics,IND2497,330.61935,298.43054,426.02664,2.7755353,0.0,43.054794,34.265858,32.686935,35.39038
Dongri_Buzurg,21.53709770839119,79.67969258758627,0.1434,0.1684,0.1571,0.3903,0.2976,0.2045,0.4260139,2.5429525379608324,0,Metamorphics,IND2480,334.0665,270.8272,418.0179,3.693927,0.0,42.639668,32.160763,30.868849,32.82424
Kandri,21.387250442639647,79.29140114997729,0.1628,0.1886,0.1828,0.4091,0.3606,0.2597,0.3823281,2.726356138181852,0,Metamorphics,IND2497,338.3795,298.43054,426.02664,3.4002244,0.0,43.054794,34.156246,32.113777,35.585854
Dongri_Buzurg,21.52553589241039,79.67979710947715,0.1353,0.1514,0.1338,0.3478,0.2322,0.1587,0.44435215,3.408754817102178,0,Metamorphics,IND2480,334.0665,270.8272,418.0179,3.693927,0.0,42.639668,32.160763,30.868849,32.82424
Kandri,21.4198682105996,79.24877261751416,0.1436,0.1612,0.1477,0.4049,0.2649,0.1746,0.4654361,2.561910444591636,0,Metamorphics,IND2497,338.3795,298.43054,426.02664,3.4002244,0.0,43.054794,34.156246,32.113777,35.585854
Ukwa,21.962299621762504,80.46643647903151,0.1932,0.231,0.2846,0.3732,0.4956,0.4254,0.13469142,0.4298648075518207,1,Acid plutonic rocks,IND2479,628.92834,594.1108,739.69165,3.7049649,0.012417971,29.374945,31.737665,29.684727,33.21501
Ukwa,21.983108266107656,80.47565779601341,0.1568,0.1728,0.1888,0.3433,0.379,0.2884,0.29035896,2.0603505012344088,0,Acid plutonic rocks,IND2479,628.92834,594.1108,739.69165,3.7049649,0.012417971,29.374945,31.737665,29.684727,33.21501
Dongri_Buzurg,21.54867428563002,79.70449996904388,0.1387,0.159,0.1411,0.3729,0.2657,0.1739,0.45097277,0.43891201597377,1,Metamorphics,IND2480,334.0665,270.8272,418.0179,3.693927,0.0,42.639668,32.160763,30.868849,32.82424
Kandri,21.4200447957906,79.24838467592288,0.1413,0.1534,0.1378,0.3731,0.2527,0.1699,0.46055982,2.5981971953766747,0,Metamorphics,IND2497,338.3795,298.43054,426.02664,3.4002244,0.0,43.054794,34.156246,32.113777,35.585854
Dongri_Buzurg,21.558235760387365,79.6570984156001,0.2092,0.2434,0.2832,0.3885,0.4809,0.3651,0.15676643,4.57730792180652,0,Metamorphics,IND2480,334.0665,270.8272,418.0179,3.693927,0.0,42.639668,32.160763,30.868849,32.82424
Munsar,21.400447745194505,79.25729844536525,0.1422,0.175,0.1466,0.522,0.2985,0.1942,0.5614717,0.3336699192052524,1,Metamorphics,IND2497,330.61935,298.43054,426.02664,2.7755353,0.0,43.054794,34.265858,32.686935,35.39038
Balaghat,21.87345214308885,80.20930795190877,0.159,0.1838,0.1848,0.3542,0.3434,0.2775,0.3142857,0.1309328599174315,1,Metamorphics,IND2497,315.88818,295.6509,563.0416,3.3144548,0.0,41.898067,31.532078,30.486078,32.70804
Kandri,21.402300014358204,79.26171308138008,0.1371,0.1648,0.1436,0.3792,0.2919,0.1944,0.45065033,0.3403952976696106,1,Metamorphics,IND2497,338.3795,298.43054,426.02664,3.4002244,0.0,43.054794,34.156246,32.113777,35.585854
Balaghat,21.8716574309468,80.21183427689567,0.1804,0.2142,0.2342,0.3514,0.3918,0.333,0.20013659,0.4521340902433677,1,Metamorphics,IND2497,315.88818,295.6509,563.0416,3.3144548,0.0,41.898067,31.532078,30.486078,32.70804
Ukwa,21.95165239850654,80.4705436629069,0.2001,0.2308,0.2788,0.3719,0.4908,0.4065,0.14307666,0.4393181559562005,1,Acid plutonic rocks,IND2479,628.92834,594.1108,739.69165,3.7049649,0.012417971,29.374945,31.737665,29.684727,33.21501
Beldongri,21.35105247619152,79.30242683713219,0.172,0.2144,0.2336,0.4531,0.3303,0.2341,0.31964466,0.274289651390883,1,Metamorphics,IND2497,299.1285,251.15112,315.94476,1.0450696,0.0,37.204727,34.04583,33.437935,34.728897
Sitapatore,21.663816968294395,79.64394736986807,0.1387,0.1548,0.1475,0.2678,0.2856,0.2104,0.28967014,11.195371175971047,0,Metamorphics,IND2497,330.57553,308.20984,387.75015,3.0461476,0.0,33.174393,31.900742,31.206608,32.967358
Sitapatore,21.68427627428619,79.67178383423311,0.1505,0.16,0.1614,0.2727,0.3074,0.2232,0.25639254,8.119682907869496,0,Metamorphics,IND2497,330.57553,308.20984,387.75015,3.0461476,0.0,33.174393,31.900742,31.206608,32.967358
Balaghat,21.835636607684155,80.23641588896277,0.198,0.236,0.2798,0.3612,0.4352,0.3726,0.12698908,0.424049151725698,1,Metamorphics,IND2497,315.88818,295.6509,563.0416,3.3144548,0.0,41.898067,31.532078,30.486078,32.70804
Ukwa,21.9500281077004,80.47113073410505,0.1905,0.2204,0.262,0.3779,0.4793,0.394,0.18112208,0.4306797882709818,1,Acid plutonic rocks,IND2479,628.92834,594.1108,739.69165,3.7049649,0.012417971,29.374945,31.737665,29.684727,33.21501
Gumgaon,21.401680942686703,78.98088183928503,0.1562,0.174,0.203,0.2974,0.3463,0.2782,0.18864909,0.3762893933426062,1,Metamorphics,IND2497,308.76245,295.0,335.6139,2.549382,0.043339998,24.080704,35.68411,34.714085,36.529636
Munsar,21.40880488724101,79.27938338548074,0.2138,0.2262,0.2246,0.3499,0.3081,0.2129,0.2181027,0.1279406385210408,1,Metamorphics,IND2497,330.61935,298.43054,426.02664,2.7755353,0.0,43.054794,34.265858,32.686935,35.39038
Kandri,21.43415121407689,79.26731713820817,0.1564,0.1778,0.1567,0.4553,0.3145,0.2111,0.48790854,3.054549481441434,0,Metamorphics,IND2497,338.3795,298.43054,426.02664,3.4002244,0.0,43.054794,34.156246,32.113777,35.585854
